"iso_code","location","population","popDensity","medianAge","gdp","govt","corruption","healthSecurity","obesity"
"CHE","Switzerland",8654618,214.243,43.1,57410.166,"Parlamentary republic","Less corrupt","Most prepared",12.5
"CHE","Switzerland",8654618,214.243,43.1,57410.166,"Parlamentary republic","Less corrupt","Most prepared",12.9
"CHE","Switzerland",8654618,214.243,43.1,57410.166,"Parlamentary republic","Less corrupt","Most prepared",13.2
"CHE","Switzerland",8654618,214.243,43.1,57410.166,"Parlamentary republic","Less corrupt","Most prepared",13.5
"CHE","Switzerland",8654618,214.243,43.1,57410.166,"Parlamentary republic","Less corrupt","Most prepared",13.9
"CHE","Switzerland",8654618,214.243,43.1,57410.166,"Parlamentary republic","Less corrupt","Most prepared",14.2
"CHE","Switzerland",8654618,214.243,43.1,57410.166,"Parlamentary republic","Less corrupt","Most prepared",14.5
"CHE","Switzerland",8654618,214.243,43.1,57410.166,"Parlamentary republic","Less corrupt","Most prepared",14.8
"CHE","Switzerland",8654618,214.243,43.1,57410.166,"Parlamentary republic","Less corrupt","Most prepared",15.2
"CHE","Switzerland",8654618,214.243,43.1,57410.166,"Parlamentary republic","Less corrupt","Most prepared",15.5
"CHE","Switzerland",8654618,214.243,43.1,57410.166,"Parlamentary republic","Less corrupt","Most prepared",15.9
"CHE","Switzerland",8654618,214.243,43.1,57410.166,"Parlamentary republic","Less corrupt","Most prepared",16.2
"CHE","Switzerland",8654618,214.243,43.1,57410.166,"Parlamentary republic","Less corrupt","Most prepared",16.5
"CHE","Switzerland",8654618,214.243,43.1,57410.166,"Parlamentary republic","Less corrupt","Most prepared",16.9
"CHE","Switzerland",8654618,214.243,43.1,57410.166,"Parlamentary republic","Less corrupt","Most prepared",17.3
"CHE","Switzerland",8654618,214.243,43.1,57410.166,"Parlamentary republic","Less corrupt","Most prepared",17.6
"CHE","Switzerland",8654618,214.243,43.1,57410.166,"Parlamentary republic","Less corrupt","Most prepared",18
"CHE","Switzerland",8654618,214.243,43.1,57410.166,"Parlamentary republic","Less corrupt","Most prepared",18.4
"CHE","Switzerland",8654618,214.243,43.1,57410.166,"Parlamentary republic","Less corrupt","Most prepared",18.7
"CHE","Switzerland",8654618,214.243,43.1,57410.166,"Parlamentary republic","Less corrupt","Most prepared",19.1
"CHE","Switzerland",8654618,214.243,43.1,57410.166,"Parlamentary republic","Less corrupt","Most prepared",19.5
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",11.2
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",11.5
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",11.9
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",12.3
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",12.6
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",13
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",13.4
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",13.7
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",14.1
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",14.5
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",14.8
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",15.2
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",15.6
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",15.9
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",16.3
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",16.6
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",17
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",17.3
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",17.7
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",18.1
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",18.5
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",18.9
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",19.3
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",19.7
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",20.2
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",20.6
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",21
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",21.5
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",21.9
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",22.4
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",22.8
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",23.3
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",23.7
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",24.2
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",24.7
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",25.1
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",25.6
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",26.1
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",26.5
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",27
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",27.5
"CHL","Chile",19116209,24.282,35.4,22767.037,"Presidential republic","Less corrupt","More prepared",28
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",6.6
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",6.9
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",7.1
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",7.4
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",7.7
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",8
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",8.4
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",8.7
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",9
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",9.3
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",9.7
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",10.1
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",10.4
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",10.8
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",11.1
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",11.5
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",11.9
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",12.3
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",12.6
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",13
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",13.4
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",13.8
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",14.2
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",14.6
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",15
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",15.4
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",15.7
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",16.2
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",16.6
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",17
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",17.4
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",17.8
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",18.2
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",18.7
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",19.1
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",19.5
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",20
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",20.4
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",20.9
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",21.4
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",21.9
"COL","Colombia",50882884,44.223,32.2,13254.949,"Presidential republic","Highly corrupt","More prepared",22.3
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",1.1
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",1.2
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",1.3
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",1.3
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",1.4
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",1.5
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",1.6
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",1.7
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",1.9
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",2
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",2.2
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",2.4
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",2.6
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",2.8
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",3.1
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",3.4
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",3.7
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",4
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",4.3
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",4.6
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",4.9
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",5.2
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",5.5
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",5.7
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",6
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",6.3
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",6.6
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",6.9
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",7.3
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",7.6
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",7.9
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",8.2
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",8.6
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",8.9
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",9.2
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",9.6
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",9.9
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",10.3
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",10.7
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",11
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",11.4
"CPV","Cape Verde",555988,135.58,25.7,6222.554,"Semipresidential republic","Less corrupt","Least prepared",11.8
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",5.2
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",5.4
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",5.7
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",5.9
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",6.2
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",6.4
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",6.7
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",7
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",7.3
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",7.6
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",7.9
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",8.2
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",8.6
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",9
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",9.4
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",9.8
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",10.2
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",10.7
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",11.2
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",11.7
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",12.2
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",12.7
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",13.2
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",13.7
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",14.3
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",14.8
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",15.4
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",16
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",16.7
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",17.3
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",18
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",18.6
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",19.3
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",20
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",20.7
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",21.4
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",22.2
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",22.9
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",23.6
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",24.3
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",25
"CRI","Costa Rica",5094114,96.079,33.6,15524.995,"Presidential republic","Less corrupt","More prepared",25.7
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",4
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",4.3
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",4.5
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",4.7
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",4.9
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",5.2
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",5.4
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",5.6
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",5.8
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",6.1
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",6.3
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",6.5
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",6.7
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",6.9
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",7.2
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",7.4
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",7.6
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",7.8
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",7.9
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",8.1
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",8.3
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",8.5
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",8.7
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",8.9
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",9.1
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",9.3
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",9.6
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",9.8
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",10
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",10.2
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",10.5
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",10.7
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",11
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",11.2
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",11.5
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",11.8
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",12
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",12.3
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",12.6
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",12.9
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",13.2
"DJI","Djibouti",988002,41.285,25.4,2705.406,"Presidential republic","Highly corrupt","Least prepared",13.5
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",5.8
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",6.1
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",6.4
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",6.8
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",7.2
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",7.6
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",8
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",8.3
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",8.7
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",9.1
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",9.5
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",9.9
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",10.2
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",10.6
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",11
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",11.3
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",11.7
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",12.1
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",12.5
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",13
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",13.4
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",13.9
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",14.4
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",14.9
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",15.5
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",16
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",16.6
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",17.2
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",17.9
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",18.6
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",19.3
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",20
"DOM","Dominican Republic",10847904,222.873,27.6,14600.861,"Presidential republic","Highly corrupt","More prepared",20.7
